context,resp,rt,rt_abs,sim
2,0,-0.618,0.618,27
1,0,-0.51,0.51,27
1,0,-0.611,0.611,27
2,0,-0.502,0.502,27
2,0,-0.509,0.509,27
1,0,-0.521,0.521,27
1,0,-0.503,0.503,27
2,0,-0.502,0.502,27
1,0,-0.502,0.502,27
1,0,-0.535,0.535,27
2,0,-0.511,0.511,27
1,0,-0.502,0.502,27
1,0,-0.504,0.504,27
2,0,-0.502,0.502,27
2,0,-0.502,0.502,27
1,1,0.677,0.677,27
1,0,-0.589,0.589,27
1,0,-0.502,0.502,27
2,0,-0.511,0.511,27
1,0,-0.505,0.505,27
1,0,-0.502,0.502,27
2,1,0.696,0.696,27
1,0,-0.535,0.535,27
1,0,-0.502,0.502,27
2,1,0.711,0.711,27
2,0,-0.502,0.502,27
1,0,-0.504,0.504,27
1,0,-0.503,0.503,27
2,1,0.794,0.794,27
2,0,-0.503,0.503,27
2,0,-0.502,0.502,27
1,0,-0.526,0.526,27
1,0,-0.55,0.55,27
1,0,-0.502,0.502,27
2,0,-0.502,0.502,27
2,0,-0.6799999999999999,0.6799999999999999,27
2,0,-0.502,0.502,27
1,0,-0.549,0.549,27
1,0,-0.508,0.508,27
2,0,-0.502,0.502,27
2,0,-0.503,0.503,27
2,0,-0.503,0.503,27
2,0,-0.509,0.509,27
2,0,-0.509,0.509,27
2,0,-0.546,0.546,27
1,0,-0.503,0.503,27
1,0,-0.502,0.502,27
1,0,-0.503,0.503,27
1,0,-0.502,0.502,27
2,0,-0.507,0.507,27
1,0,-0.502,0.502,27
2,0,-0.502,0.502,27
1,0,-0.502,0.502,27
2,1,0.582,0.582,28
1,0,-0.522,0.522,28
2,0,-0.506,0.506,28
1,0,-0.503,0.503,28
1,0,-0.518,0.518,28
2,0,-0.518,0.518,28
2,0,-0.527,0.527,28
2,0,-0.519,0.519,28
1,1,0.763,0.763,28
1,1,0.624,0.624,28
2,1,0.629,0.629,28
1,0,-0.507,0.507,28
1,1,0.582,0.582,28
2,0,-0.505,0.505,28
1,1,0.558,0.558,28
1,0,-0.508,0.508,28
1,0,-0.541,0.541,28
2,1,0.586,0.586,28
2,0,-0.505,0.505,28
2,0,-0.532,0.532,28
2,1,0.6759999999999999,0.6759999999999999,28
2,0,-0.511,0.511,28
1,0,-0.515,0.515,28
2,0,-0.504,0.504,28
1,1,0.641,0.641,28
2,1,0.603,0.603,28
1,0,-0.518,0.518,28
1,1,0.582,0.582,28
1,1,0.575,0.575,28
1,0,-0.505,0.505,28
1,1,0.6990000000000001,0.6990000000000001,28
1,0,-0.51,0.51,28
1,0,-0.511,0.511,28
2,1,0.78,0.78,28
2,0,-0.502,0.502,28
1,0,-0.604,0.604,28
1,1,0.683,0.683,28
1,0,-0.517,0.517,28
2,0,-0.658,0.658,28
2,0,-0.704,0.704,28
2,1,0.545,0.545,28
2,0,-0.539,0.539,28
1,0,-0.54,0.54,28
1,0,-0.53,0.53,28
1,1,0.56,0.56,28
2,0,-0.544,0.544,28
1,1,0.56,0.56,28
1,0,-0.507,0.507,28
1,0,-0.588,0.588,28
1,0,-0.521,0.521,28
2,1,0.59,0.59,28
2,0,-0.517,0.517,28
2,0,-0.502,0.502,28
2,0,-0.525,0.525,28
2,0,-0.507,0.507,28
1,0,-0.744,0.744,28
2,0,-0.526,0.526,28
2,0,-0.503,0.503,28
2,0,-0.514,0.514,28
2,0,-0.52,0.52,28
2,0,-0.504,0.504,28
1,0,-0.518,0.518,28
1,0,-0.507,0.507,28
1,0,-0.505,0.505,28
2,0,-0.52,0.52,28
2,0,-0.513,0.513,28
2,1,0.597,0.597,28
2,0,-0.516,0.516,28
1,0,-0.565,0.565,28
2,0,-0.509,0.509,28
2,0,-0.507,0.507,28
2,0,-0.504,0.504,28
2,1,0.653,0.653,28
1,1,0.648,0.648,28
1,0,-0.537,0.537,28
2,0,-0.549,0.549,28
2,1,0.72,0.72,28
1,0,-0.502,0.502,28
1,1,0.565,0.565,28
1,0,-0.504,0.504,28
1,0,-0.503,0.503,28
2,0,-0.504,0.504,28
1,0,-0.542,0.542,28
2,0,-0.538,0.538,28
2,1,0.798,0.798,28
1,0,-0.514,0.514,28
2,0,-0.504,0.504,28
2,0,-0.508,0.508,28
1,0,-0.517,0.517,28
2,1,0.7030000000000001,0.7030000000000001,28
1,0,-0.504,0.504,28
2,1,0.623,0.623,28
2,0,-0.512,0.512,28
2,0,-0.516,0.516,28
2,0,-0.505,0.505,28
1,1,0.8220000000000001,0.8220000000000001,28
1,1,0.8440000000000001,0.8440000000000001,28
2,0,-0.505,0.505,28
1,1,0.592,0.592,28
1,1,0.6990000000000001,0.6990000000000001,28
1,0,-0.659,0.659,28
1,0,-0.557,0.557,28
1,1,0.727,0.727,28
2,0,-0.538,0.538,28
1,0,-0.51,0.51,28
1,0,-0.513,0.513,28
2,1,0.584,0.584,28
2,1,0.725,0.725,28
2,0,-0.606,0.606,28
2,0,-0.505,0.505,28
2,0,-0.517,0.517,28
1,0,-0.505,0.505,28
1,0,-0.502,0.502,28
2,0,-0.581,0.581,28
2,0,-0.503,0.503,28
2,0,-0.515,0.515,28
1,0,-0.505,0.505,28
2,0,-0.505,0.505,28
2,0,-0.521,0.521,28
2,0,-0.708,0.708,28
1,0,-0.516,0.516,29
1,0,-0.825,0.825,29
1,0,-0.548,0.548,29
2,1,0.79,0.79,29
1,1,0.679,0.679,29
2,1,0.784,0.784,29
2,1,0.896,0.896,29
1,1,1.024,1.024,29
1,1,1.326,1.326,29
1,0,-0.507,0.507,29
1,1,1.488,1.488,29
2,1,0.675,0.675,29
1,0,-1.061,1.061,29
1,1,1.238,1.238,29
2,1,0.7929999999999999,0.7929999999999999,29
2,1,0.927,0.927,29
1,0,-0.5640000000000001,0.5640000000000001,29
2,1,0.719,0.719,29
1,1,1.662,1.662,29
2,1,0.989,0.989,29
1,1,0.752,0.752,29
1,0,-0.522,0.522,29
2,1,0.758,0.758,29
2,1,0.915,0.915,29
2,1,0.742,0.742,29
1,0,-1.361,1.361,29
1,1,1.0150000000000001,1.0150000000000001,29
1,1,0.997,0.997,29
1,0,-0.591,0.591,29
1,1,0.9279999999999999,0.9279999999999999,29
2,1,0.632,0.632,29
1,0,-0.541,0.541,29
2,1,0.8029999999999999,0.8029999999999999,29
2,0,-0.553,0.553,29
2,1,1.194,1.194,29
1,1,0.656,0.656,29
2,1,0.651,0.651,29
2,1,0.889,0.889,29
1,1,0.823,0.823,29
1,0,-0.535,0.535,29
2,1,0.645,0.645,29
2,1,0.852,0.852,29
2,1,0.862,0.862,29
2,0,-0.514,0.514,29
2,1,0.925,0.925,29
1,1,0.9219999999999999,0.9219999999999999,29
1,1,1.0030000000000001,1.0030000000000001,29
1,1,0.868,0.868,29
1,0,-0.592,0.592,29
2,1,0.654,0.654,29
2,1,0.891,0.891,29
1,1,0.852,0.852,29
1,1,1.1520000000000001,1.1520000000000001,29
2,1,0.662,0.662,29
1,0,-0.596,0.596,29
2,1,0.659,0.659,29
2,0,-0.512,0.512,29
1,0,-0.573,0.573,29
1,0,-0.516,0.516,29
2,1,0.709,0.709,29
1,0,-1.2269999999999999,1.2269999999999999,29
1,0,-0.571,0.571,29
1,0,-0.532,0.532,29
2,1,0.769,0.769,29
1,1,0.802,0.802,29
1,1,1.651,1.651,29
2,1,0.706,0.706,29
2,1,0.8380000000000001,0.8380000000000001,29
2,1,0.966,0.966,29
1,0,-0.54,0.54,29
1,1,0.726,0.726,29
1,0,-0.524,0.524,29
1,1,0.881,0.881,29
2,1,0.759,0.759,29
1,1,0.9430000000000001,0.9430000000000001,29
2,1,0.687,0.687,29
2,0,-0.6859999999999999,0.6859999999999999,29
2,0,-0.571,0.571,29
1,0,-0.849,0.849,29
2,1,0.8440000000000001,0.8440000000000001,29
1,0,-0.524,0.524,29
2,1,0.6890000000000001,0.6890000000000001,29
1,0,-0.598,0.598,29
1,0,-0.7929999999999999,0.7929999999999999,29
2,1,0.786,0.786,29
1,0,-0.523,0.523,29
2,0,-0.77,0.77,29
1,1,1.992,1.992,29
2,0,-0.519,0.519,29
2,1,0.631,0.631,29
1,0,-0.544,0.544,29
2,1,0.788,0.788,29
1,0,-0.539,0.539,29
1,1,0.794,0.794,29
1,1,0.899,0.899,29
2,1,0.7010000000000001,0.7010000000000001,29
2,1,0.719,0.719,29
2,1,0.706,0.706,29
1,1,0.806,0.806,29
2,1,0.655,0.655,29
2,1,0.863,0.863,29
2,1,0.757,0.757,29
2,1,0.6890000000000001,0.6890000000000001,29
2,1,0.81,0.81,29
2,0,-0.522,0.522,29
2,1,0.8280000000000001,0.8280000000000001,29
1,0,-0.592,0.592,29
2,1,0.9490000000000001,0.9490000000000001,29
2,1,0.593,0.593,29
2,1,0.708,0.708,29
1,0,-0.756,0.756,29
1,0,-0.529,0.529,29
2,1,0.812,0.812,29
1,0,-0.567,0.567,29
1,0,-0.514,0.514,29
2,1,0.775,0.775,29
1,0,-0.588,0.588,29
1,0,-0.542,0.542,29
2,1,0.887,0.887,29
2,1,0.656,0.656,29
1,1,0.614,0.614,30
1,0,-0.61,0.61,30
2,0,-0.598,0.598,30
2,0,-0.5700000000000001,0.5700000000000001,30
2,0,-0.69,0.69,30
1,0,-0.584,0.584,30
1,0,-0.578,0.578,30
2,0,-0.51,0.51,30
1,1,0.585,0.585,30
1,0,-0.509,0.509,30
2,1,0.633,0.633,30
2,1,0.5700000000000001,0.5700000000000001,30
2,0,-0.535,0.535,30
1,0,-0.519,0.519,30
1,0,-0.508,0.508,30
2,1,0.524,0.524,30
1,0,-0.517,0.517,30
1,0,-0.562,0.562,30
2,1,0.559,0.559,30
1,0,-0.5700000000000001,0.5700000000000001,30
1,0,-0.532,0.532,30
2,1,0.529,0.529,30
2,0,-0.591,0.591,30
2,0,-0.531,0.531,30
1,0,-0.554,0.554,30
2,0,-0.51,0.51,30
2,0,-0.529,0.529,30
2,0,-0.557,0.557,30
1,1,0.616,0.616,30
1,0,-0.541,0.541,30
1,0,-0.504,0.504,30
1,0,-0.514,0.514,30
2,0,-0.666,0.666,30
1,0,-0.522,0.522,30
1,1,0.583,0.583,30
2,1,0.555,0.555,30
2,0,-0.505,0.505,30
2,0,-0.599,0.599,30
2,0,-0.517,0.517,30
2,0,-0.505,0.505,30
1,0,-0.551,0.551,30
1,0,-0.537,0.537,30
2,0,-0.514,0.514,30
2,1,0.594,0.594,30
2,1,0.54,0.54,30
1,1,0.628,0.628,30
1,1,0.634,0.634,30
2,0,-0.552,0.552,30
2,0,-0.522,0.522,30
1,1,0.541,0.541,30
2,0,-0.51,0.51,30
2,0,-0.518,0.518,30
1,0,-0.517,0.517,30
1,0,-0.634,0.634,30
2,0,-0.515,0.515,30
1,0,-0.515,0.515,30
2,0,-0.585,0.585,30
1,1,0.512,0.512,30
2,1,0.548,0.548,30
2,0,-0.508,0.508,30
1,0,-0.523,0.523,30
2,0,-0.515,0.515,30
1,0,-0.61,0.61,30
2,1,0.5640000000000001,0.5640000000000001,30
1,0,-0.558,0.558,30
1,1,0.546,0.546,30
2,0,-0.534,0.534,30
1,0,-0.574,0.574,30
1,0,-0.542,0.542,30
2,0,-0.515,0.515,30
2,0,-0.526,0.526,30
1,1,0.539,0.539,30
1,1,0.608,0.608,30
1,0,-0.518,0.518,30
1,1,0.729,0.729,30
2,1,0.644,0.644,30
2,0,-0.525,0.525,30
2,0,-0.507,0.507,30
2,0,-0.51,0.51,30
2,0,-0.529,0.529,30
1,0,-0.527,0.527,30
1,0,-0.563,0.563,30
2,1,0.579,0.579,30
1,1,0.544,0.544,30
2,0,-0.507,0.507,30
2,0,-0.587,0.587,30
2,0,-0.547,0.547,30
1,0,-0.58,0.58,30
2,0,-0.519,0.519,30
2,1,0.577,0.577,30
2,1,0.6799999999999999,0.6799999999999999,30
1,0,-0.53,0.53,30
2,0,-0.508,0.508,30
1,0,-0.518,0.518,30
2,0,-0.53,0.53,30
2,1,0.533,0.533,30
1,0,-0.511,0.511,30
1,0,-0.521,0.521,30
2,1,0.553,0.553,30
1,1,0.545,0.545,30
2,0,-0.661,0.661,30
1,0,-0.574,0.574,30
1,1,0.554,0.554,30
2,0,-0.633,0.633,30
2,1,0.553,0.553,30
1,1,0.58,0.58,30
1,1,0.662,0.662,30
2,0,-0.661,0.661,30
2,1,0.521,0.521,30
2,0,-0.531,0.531,30
1,0,-0.519,0.519,30
2,1,0.596,0.596,30
1,1,0.723,0.723,30
2,0,-0.509,0.509,30
2,0,-0.518,0.518,30
1,0,-0.5660000000000001,0.5660000000000001,30
1,0,-0.552,0.552,30
2,0,-0.545,0.545,30
2,0,-0.54,0.54,30
2,1,0.535,0.535,30
2,1,0.694,0.694,31
2,0,-0.576,0.576,31
2,1,0.64,0.64,31
1,1,0.629,0.629,31
2,1,0.54,0.54,31
1,0,-0.529,0.529,31
1,1,0.5660000000000001,0.5660000000000001,31
1,1,0.609,0.609,31
1,1,0.595,0.595,31
2,1,0.552,0.552,31
2,1,0.588,0.588,31
2,1,0.62,0.62,31
2,1,0.575,0.575,31
2,1,0.609,0.609,31
1,0,-0.588,0.588,31
2,1,0.681,0.681,31
2,1,0.672,0.672,31
1,1,0.872,0.872,31
1,1,0.604,0.604,31
2,1,0.677,0.677,31
2,1,0.599,0.599,31
2,1,0.539,0.539,31
2,1,0.644,0.644,31
1,1,0.677,0.677,31
2,1,0.71,0.71,31
1,1,0.6859999999999999,0.6859999999999999,31
1,1,0.638,0.638,31
2,1,0.556,0.556,31
2,1,0.559,0.559,31
2,1,0.586,0.586,31
1,1,0.642,0.642,31
2,0,-0.528,0.528,31
1,1,0.567,0.567,31
1,1,0.592,0.592,31
2,1,0.63,0.63,31
2,1,0.5720000000000001,0.5720000000000001,31
2,1,0.687,0.687,31
1,1,0.578,0.578,31
2,1,0.831,0.831,31
1,1,0.666,0.666,31
1,1,0.667,0.667,31
1,1,0.645,0.645,31
1,1,0.656,0.656,31
1,1,0.782,0.782,31
1,1,0.8029999999999999,0.8029999999999999,31
1,0,-0.575,0.575,31
1,0,-0.643,0.643,31
1,1,0.573,0.573,31
2,1,0.609,0.609,31
2,1,0.642,0.642,31
1,1,0.738,0.738,31
2,1,0.586,0.586,31
1,1,0.575,0.575,31
2,1,0.573,0.573,31
2,1,0.534,0.534,31
1,1,0.594,0.594,31
1,1,0.609,0.609,31
2,1,0.636,0.636,31
1,1,0.599,0.599,31
1,0,-0.527,0.527,31
2,1,0.781,0.781,31
1,1,0.841,0.841,31
2,1,0.548,0.548,31
2,1,0.571,0.571,31
1,1,0.921,0.921,31
2,1,0.643,0.643,31
2,1,0.563,0.563,31
2,1,0.664,0.664,31
2,1,0.596,0.596,31
1,1,0.698,0.698,31
1,0,-0.592,0.592,31
2,1,0.6819999999999999,0.6819999999999999,31
1,1,0.555,0.555,31
1,0,-0.884,0.884,31
2,1,0.603,0.603,31
2,0,-0.598,0.598,31
2,0,-0.55,0.55,31
2,0,-0.608,0.608,31
2,1,0.54,0.54,31
2,0,-0.525,0.525,31
1,0,-0.527,0.527,31
1,1,0.567,0.567,31
1,1,0.554,0.554,31
1,0,-0.586,0.586,31
2,0,-0.659,0.659,31
1,1,0.611,0.611,31
2,1,0.552,0.552,31
1,1,0.526,0.526,31
2,1,0.602,0.602,31
2,1,0.5720000000000001,0.5720000000000001,31
1,1,0.61,0.61,31
2,1,0.778,0.778,31
2,1,0.5680000000000001,0.5680000000000001,31
2,1,0.583,0.583,31
2,1,0.634,0.634,31
2,1,0.591,0.591,31
1,0,-0.5640000000000001,0.5640000000000001,31
2,1,0.901,0.901,31
2,1,0.553,0.553,31
1,0,-0.567,0.567,31
1,1,1.053,1.053,31
2,1,0.612,0.612,31
1,1,0.605,0.605,31
2,1,0.536,0.536,31
1,1,0.663,0.663,31
2,1,0.633,0.633,31
2,1,0.642,0.642,31
1,1,0.536,0.536,31
1,0,-0.883,0.883,31
1,1,1.147,1.147,31
1,1,0.601,0.601,31
2,1,0.658,0.658,31
2,1,0.709,0.709,31
1,1,0.726,0.726,31
2,0,-0.523,0.523,31
2,1,0.9199999999999999,0.9199999999999999,31
1,1,0.709,0.709,31
2,0,-0.582,0.582,31
2,1,0.615,0.615,31
2,1,0.8500000000000001,0.8500000000000001,31
1,1,0.679,0.679,32
1,1,0.775,0.775,32
2,0,-0.5680000000000001,0.5680000000000001,32
2,1,0.6930000000000001,0.6930000000000001,32
1,0,-0.692,0.692,32
2,1,0.857,0.857,32
2,0,-0.577,0.577,32
1,1,0.6910000000000001,0.6910000000000001,32
1,1,0.557,0.557,32
1,1,0.579,0.579,32
1,1,0.53,0.53,32
1,0,-0.64,0.64,32
1,1,0.574,0.574,32
1,1,0.62,0.62,32
1,0,-0.549,0.549,32
1,1,0.569,0.569,32
2,1,0.729,0.729,32
2,0,-0.529,0.529,32
1,0,-0.6950000000000001,0.6950000000000001,32
1,1,0.607,0.607,32
2,1,0.532,0.532,32
2,1,0.551,0.551,32
2,1,0.625,0.625,32
1,1,0.62,0.62,32
1,1,0.639,0.639,32
2,1,0.621,0.621,32
2,0,-0.542,0.542,32
2,1,0.626,0.626,32
2,1,0.668,0.668,32
2,1,0.543,0.543,32
1,1,0.656,0.656,32
2,1,0.531,0.531,32
2,0,-0.659,0.659,32
1,1,0.544,0.544,32
2,1,0.612,0.612,32
1,1,0.5700000000000001,0.5700000000000001,32
2,1,0.547,0.547,32
1,0,-0.532,0.532,32
2,1,0.547,0.547,32
2,0,-0.661,0.661,32
1,0,-0.585,0.585,32
2,0,-0.638,0.638,32
1,1,0.524,0.524,32
2,0,-0.5700000000000001,0.5700000000000001,32
2,1,0.531,0.531,32
1,0,-0.515,0.515,32
1,0,-0.538,0.538,32
2,0,-0.527,0.527,32
1,0,-0.681,0.681,32
1,0,-0.567,0.567,32
1,1,0.583,0.583,32
1,1,0.673,0.673,32
2,0,-0.544,0.544,32
2,0,-0.593,0.593,32
1,1,0.562,0.562,32
2,1,0.529,0.529,32
2,0,-0.522,0.522,32
2,1,0.602,0.602,32
1,0,-0.527,0.527,32
2,0,-0.522,0.522,32
1,0,-0.586,0.586,32
1,1,0.571,0.571,32
1,0,-0.656,0.656,32
2,1,0.643,0.643,32
1,1,0.651,0.651,32
1,1,0.598,0.598,32
1,1,0.656,0.656,32
2,0,-0.559,0.559,32
1,1,0.552,0.552,32
2,0,-0.533,0.533,32
1,1,0.542,0.542,32
2,0,-0.765,0.765,32
1,1,0.555,0.555,32
1,1,0.545,0.545,32
2,1,0.545,0.545,32
2,1,0.557,0.557,32
2,1,0.608,0.608,32
2,0,-0.603,0.603,32
2,0,-0.532,0.532,32
1,1,0.563,0.563,32
2,1,0.556,0.556,32
2,1,0.647,0.647,32
2,1,0.579,0.579,32
1,1,0.554,0.554,32
1,1,0.624,0.624,32
2,1,0.575,0.575,32
2,1,0.554,0.554,32
2,1,0.558,0.558,32
1,0,-0.644,0.644,32
2,0,-0.609,0.609,32
2,0,-0.53,0.53,32
2,1,0.549,0.549,32
2,0,-0.663,0.663,32
1,1,0.595,0.595,32
2,0,-0.547,0.547,32
2,0,-0.625,0.625,32
2,1,0.574,0.574,32
1,1,0.652,0.652,32
1,1,0.624,0.624,32
1,0,-0.519,0.519,32
2,0,-0.612,0.612,32
2,1,0.562,0.562,32
1,0,-0.52,0.52,32
1,1,0.543,0.543,32
1,1,0.522,0.522,32
1,1,0.524,0.524,32
1,0,-0.518,0.518,32
2,1,0.596,0.596,32
2,0,-0.552,0.552,32
2,0,-0.58,0.58,32
2,1,0.538,0.538,32
2,1,0.604,0.604,32
2,1,0.556,0.556,32
2,0,-0.543,0.543,32
1,1,0.631,0.631,32
1,1,0.538,0.538,32
2,0,-0.528,0.528,32
1,0,-0.647,0.647,32
2,0,-0.517,0.517,32
2,1,0.58,0.58,32
2,0,-0.502,0.502,33
1,0,-0.512,0.512,33
1,0,-0.505,0.505,33
1,1,0.713,0.713,33
1,1,0.829,0.829,33
2,0,-0.549,0.549,33
1,0,-0.512,0.512,33
2,1,0.897,0.897,33
1,0,-0.505,0.505,33
1,0,-0.562,0.562,33
1,0,-0.502,0.502,33
2,0,-0.592,0.592,33
2,0,-0.511,0.511,33
1,0,-0.526,0.526,33
1,0,-0.503,0.503,33
1,0,-0.571,0.571,33
1,0,-0.502,0.502,33
2,1,0.677,0.677,33
2,0,-0.502,0.502,33
1,0,-0.502,0.502,33
2,0,-0.531,0.531,33
1,0,-0.514,0.514,33
1,0,-0.503,0.503,33
2,0,-0.582,0.582,33
1,0,-0.537,0.537,33
2,0,-0.502,0.502,33
2,0,-0.502,0.502,33
2,0,-0.504,0.504,33
2,0,-0.502,0.502,33
1,0,-0.517,0.517,33
2,0,-0.503,0.503,33
1,0,-0.507,0.507,33
1,0,-0.505,0.505,33
2,0,-0.505,0.505,33
2,0,-0.507,0.507,33
2,0,-0.516,0.516,33
1,0,-0.503,0.503,33
1,0,-0.505,0.505,33
2,0,-0.504,0.504,33
1,0,-0.525,0.525,33
1,0,-0.554,0.554,33
1,0,-0.505,0.505,33
2,0,-0.504,0.504,33
1,0,-0.503,0.503,33
2,0,-0.503,0.503,33
1,0,-0.502,0.502,33
2,0,-0.546,0.546,33
1,0,-0.504,0.504,33
1,0,-0.5660000000000001,0.5660000000000001,33
2,0,-0.504,0.504,33
2,0,-0.503,0.503,33
1,0,-0.504,0.504,33
2,1,0.8500000000000001,0.8500000000000001,33
1,0,-0.503,0.503,33
2,0,-0.683,0.683,33
1,0,-0.502,0.502,33
2,0,-0.508,0.508,33
1,0,-0.505,0.505,33
1,0,-0.507,0.507,33
1,0,-0.507,0.507,33
2,0,-0.508,0.508,33
2,0,-0.503,0.503,33
1,0,-0.504,0.504,33
1,0,-0.505,0.505,33
1,0,-0.524,0.524,33
2,0,-0.658,0.658,33
1,1,0.666,0.666,33
1,0,-0.514,0.514,33
2,0,-0.504,0.504,33
2,0,-0.502,0.502,33
1,1,0.984,0.984,33
2,0,-0.51,0.51,33
2,0,-0.502,0.502,33
1,0,-0.504,0.504,33
1,0,-0.9450000000000001,0.9450000000000001,33
1,0,-0.716,0.716,33
2,0,-0.517,0.517,33
1,0,-0.503,0.503,33
1,0,-0.5720000000000001,0.5720000000000001,33
2,0,-0.517,0.517,33
2,0,-0.584,0.584,33
2,0,-0.503,0.503,33
2,1,0.579,0.579,33
2,0,-0.505,0.505,33
2,0,-0.504,0.504,33
1,0,-0.502,0.502,33
2,0,-0.502,0.502,33
2,0,-0.502,0.502,33
2,0,-0.507,0.507,33
2,1,0.829,0.829,33
2,0,-0.505,0.505,33
1,0,-0.507,0.507,33
1,0,-0.535,0.535,33
2,0,-0.502,0.502,33
1,0,-0.505,0.505,33
1,0,-0.503,0.503,33
2,0,-0.502,0.502,33
1,0,-0.505,0.505,33
2,0,-0.505,0.505,33
1,0,-0.508,0.508,33
2,0,-0.5700000000000001,0.5700000000000001,33
1,0,-0.831,0.831,33
2,0,-0.502,0.502,33
2,0,-0.619,0.619,33
1,0,-0.539,0.539,33
1,0,-0.512,0.512,33
2,0,-0.506,0.506,33
1,0,-0.784,0.784,33
1,0,-0.75,0.75,33
2,0,-0.503,0.503,33
1,0,-0.538,0.538,33
2,1,0.937,0.937,33
2,0,-0.503,0.503,33
2,0,-0.518,0.518,33
2,0,-0.502,0.502,33
1,0,-0.529,0.529,33
2,0,-0.506,0.506,33
1,0,-0.509,0.509,33
1,0,-0.502,0.502,33
1,0,-0.513,0.513,33
1,1,1.008,1.008,34
1,1,1.117,1.117,34
2,1,0.854,0.854,34
1,1,0.767,0.767,34
2,1,1.091,1.091,34
2,1,0.8160000000000001,0.8160000000000001,34
2,0,-0.534,0.534,34
2,1,0.788,0.788,34
1,1,0.865,0.865,34
2,1,0.8240000000000001,0.8240000000000001,34
1,1,1.0430000000000001,1.0430000000000001,34
2,1,1.091,1.091,34
1,1,0.631,0.631,34
2,1,0.659,0.659,34
1,1,0.8300000000000001,0.8300000000000001,34
1,1,0.987,0.987,34
2,1,1.448,1.448,34
2,0,-0.562,0.562,34
2,0,-0.523,0.523,34
1,0,-0.518,0.518,34
2,0,-0.5720000000000001,0.5720000000000001,34
1,1,0.98,0.98,34
2,1,1.065,1.065,34
1,1,1.0390000000000001,1.0390000000000001,34
2,1,0.905,0.905,34
2,1,0.763,0.763,34
2,1,1.268,1.268,34
1,0,-0.535,0.535,34
2,0,-0.534,0.534,34
2,1,0.88,0.88,34
1,1,0.724,0.724,34
1,1,0.779,0.779,34
2,0,-0.634,0.634,34
1,1,0.762,0.762,34
1,1,0.9710000000000001,0.9710000000000001,34
1,1,0.6759999999999999,0.6759999999999999,34
2,1,0.739,0.739,34
1,1,1.046,1.046,34
2,0,-0.567,0.567,34
1,1,0.724,0.724,34
2,0,-0.553,0.553,34
1,1,0.864,0.864,34
2,1,1.0150000000000001,1.0150000000000001,34
1,1,1.045,1.045,34
2,0,-0.604,0.604,34
1,1,0.665,0.665,34
1,1,0.882,0.882,34
2,1,0.753,0.753,34
1,1,0.782,0.782,34
2,1,1.229,1.229,34
1,0,-0.675,0.675,34
2,0,-0.567,0.567,34
1,1,0.732,0.732,34
1,1,0.73,0.73,34
1,1,0.802,0.802,34
2,0,-0.878,0.878,34
2,0,-0.861,0.861,34
2,0,-0.527,0.527,34
1,1,0.688,0.688,34
2,1,1.0630000000000002,1.0630000000000002,34
1,1,1.51,1.51,34
2,1,0.904,0.904,34
2,1,0.7909999999999999,0.7909999999999999,34
2,1,0.9199999999999999,0.9199999999999999,34
1,1,0.643,0.643,34
2,0,-0.974,0.974,34
2,1,1.092,1.092,34
2,1,0.862,0.862,34
2,0,-0.549,0.549,34
1,1,0.729,0.729,34
1,1,1.209,1.209,34
1,1,0.767,0.767,34
2,1,0.642,0.642,34
2,1,1.048,1.048,34
1,1,0.808,0.808,34
2,0,-0.614,0.614,34
1,1,0.711,0.711,34
2,1,1.286,1.286,34
1,1,0.859,0.859,34
2,1,0.958,0.958,34
1,1,0.792,0.792,34
1,1,0.9,0.9,34
1,1,0.7,0.7,34
2,1,0.775,0.775,34
1,1,1.008,1.008,34
2,1,0.893,0.893,34
1,1,0.81,0.81,34
2,0,-1.173,1.173,34
1,1,0.737,0.737,34
1,0,-0.563,0.563,34
1,1,0.733,0.733,34
2,1,1.013,1.013,34
2,1,0.638,0.638,34
1,1,0.671,0.671,34
2,0,-0.588,0.588,34
2,0,-0.763,0.763,34
1,1,0.858,0.858,34
1,1,0.677,0.677,34
1,1,0.8180000000000001,0.8180000000000001,34
2,1,1.272,1.272,34
1,1,0.673,0.673,34
2,1,0.7030000000000001,0.7030000000000001,34
1,1,0.984,0.984,34
1,1,0.774,0.774,34
2,0,-0.843,0.843,34
1,1,1.1600000000000001,1.1600000000000001,34
2,0,-0.661,0.661,34
1,1,0.777,0.777,34
1,0,-0.698,0.698,34
2,1,1.12,1.12,34
1,1,0.578,0.578,34
1,1,0.698,0.698,34
2,0,-0.574,0.574,34
1,1,0.9610000000000001,0.9610000000000001,34
1,1,0.702,0.702,34
1,0,-0.573,0.573,34
1,0,-0.5680000000000001,0.5680000000000001,34
2,1,0.9530000000000001,0.9530000000000001,34
2,1,1.2690000000000001,1.2690000000000001,34
2,1,0.692,0.692,34
2,1,1.017,1.017,35
2,1,0.778,0.778,35
2,1,0.747,0.747,35
1,1,0.9259999999999999,0.9259999999999999,35
2,1,0.987,0.987,35
1,1,1.3290000000000002,1.3290000000000002,35
1,0,-1.03,1.03,35
1,1,0.835,0.835,35
2,1,0.794,0.794,35
1,0,-0.531,0.531,35
1,1,0.779,0.779,35
1,1,0.772,0.772,35
2,1,0.907,0.907,35
1,0,-0.598,0.598,35
1,1,2.1,2.1,35
2,1,1.3250000000000002,1.3250000000000002,35
2,1,0.866,0.866,35
1,0,-0.595,0.595,35
